text,label,label_id
how long do i wait for a transfer to take?,48,48
will there be any fees for top ups?,57,57
how old do my kids need to be to open an account?,1,1
are cards from the us accepted?,54,54
i think there has been a purchase made that wasn't by me.,16,16
whats the maximum disposable virtual cards?,29,29
physical cards are what i need more of,39,39
can you close my account please?,55,55
i withdraw money abroad but i didn't get the right amount.,76,76
what can i do after the card missing,0,0
where can i top my card for free?,57,57
can i use your app to exchange between usd and gbp,33,33
where can i order a virtual card?,40,40
the payment for the card did not go through,25,25
what fiat currencies do you support?,36,36
"i did transfer, why is it pending",48,48
how can i know where did my funds come from?,70,70
how do i get started when i get my card?,38,38
why is the check i deposited this morning not showing up?,6,6
i have forgotten my password.,44,44
do you support countries other than mine?,24,24
please tell me about disposable cards.,37,37
i think someone got my card details and used it because there are transactions i don't recognize. what do i do now?,22,22
i have not received the amount of cash i was supposed to.,75,75
how many disposable cards can i make in a day?,29,29
how do i verify my card?,71,71
a percentage fee was charged to my withdrawal.,19,19
i don't see the verification code for my card transfer.,71,71
i asked for cash but i did not receive all the funds,75,75
what is the process for getting an actual physical card?,43,43
i tried to use my card to top up but all of the money has disappeared.,62,62
tell me what i need to do to activate my card.,0,0
how long do i need to wait to see an update after i make a bank transfer?,5,5
how much does it cost to exchange currencies?,31,31
do you charge a fee for topping up a card?,57,57
are new cards available from china?,9,9
"i lost my card, what do i do now?",41,41
"i just saw a charge for a cash withdrawal that i made! atm withdrawals have always been free in the past, so why is there suddenly a charge? what is it going to cost me now?",19,19
what's the reason for needing to verify my identity?,74,74
can i quickly send a transfer from china? how long will it take?,67,67
i paid with my card and was charged extra,15,15
why would i be charged more than once for the same transaction?,63,63
what does it mean if my topup has not gone through?,47,47
i moved and need to change my personal information.,30,30
my refund is still pending,51,51
is it possible to obtain both a visa and a mastercard from you?,73,73
please help me set up a new pin.,21,21
"i dont recognise some of these transactions, i think someone has my card details",22,22
i would like to track the card you sent to me.,11,11
where can i check to see if there will be a fee added to my payment? are there specific instances that will result in a fee added?,15,15
where did my money go? i'm not able to withdraw it from my atm.,26,26
my payment has an incorrect exchange rate.,17,17
"although i transferred some money, it has not as of yet, arrived.",5,5
i contacted the seller for a direct refund last week but he still hasn't give me my money. what should i do?,51,51
where did this extra 1 fee on my statement come from?,34,34
i'm being asked for a verification code. where do i find it?,71,71
is there a charge for topping up by card?,57,57
do you charge a fee on currency exchange?,31,31
i need information about an extra 1 fee in my statement.,34,34
can you help me reset my password?,44,44
why is my cash withdrawal still pending?,46,46
i tried pulling out money at the atm and it gave me an incorrect amount back.,75,75
"using your app, would i be able to exchange between usd and gbp?",33,33
can i use my account although the identity verification has not been accepted yet?,74,74
am i able to track the card that was just sent to me?,11,11
can i mail in a check to top up?,58,58
the topup is broken.,47,47
i would like to get help from someone in your customer service department with assisting me with activating my card.,0,0
what identification is required to activate my card?,0,0
i forgot my password to get into the app!,44,44
i would like to cancel my account.,55,55
when i topped up the app reverted it.,61,61
my account is showing a double charge.,63,63
i was supposed to get a refund but i do not see it.,51,51
"hi, would you please activate my card?",0,0
can i use your app if i am from the eu?,24,24
i broke my card,14,14
please help me with the activation of the new card.,0,0
why is the exchange rate different than expected on my transaction?,76,76
why do you keep declining my payment? i tried several times already with this card and it is just not working.,25,25
